,well,find,chem,area,wqo
2004-01-26,04N23W16A01S,57.1,nitrate_as_no3,miramonte,45.0
2004-03-01,04N23W16A01S,54.0,nitrate_as_no3,miramonte,45.0
2004-04-07,04N23W16A01S,64.0,nitrate_as_no3,miramonte,45.0
2004-07-01,04N23W16A01S,62.2,nitrate_as_no3,miramonte,45.0
2004-07-08,04N23W16A01S,62.4,nitrate_as_no3,miramonte,45.0
2004-08-16,04N23W16A01S,60.0,nitrate_as_no3,miramonte,45.0
2004-09-07,04N23W16A01S,60.0,nitrate_as_no3,miramonte,45.0
2004-11-02,04N23W16A01S,61.0,nitrate_as_no3,miramonte,45.0
2004-12-06,04N23W16A01S,56.5,nitrate_as_no3,miramonte,45.0
2005-02-15,04N23W16A01S,79.0,nitrate_as_no3,miramonte,45.0
2005-06-23,04N23W16A01S,72.0,nitrate_as_no3,miramonte,45.0
2005-08-05,04N23W16A01S,59.0,nitrate_as_no3,miramonte,45.0
2005-08-30,04N23W16A01S,62.0,nitrate_as_no3,miramonte,45.0
2005-09-09,04N23W16A01S,64.0,nitrate_as_no3,miramonte,45.0
2005-10-04,04N23W16A01S,62.0,nitrate_as_no3,miramonte,45.0
2005-11-03,04N23W16A01S,73.5,nitrate_as_no3,miramonte,45.0
2005-12-12,04N23W16A01S,63.0,nitrate_as_no3,miramonte,45.0
2006-02-28,04N23W16A01S,92.0,nitrate_as_no3,miramonte,45.0
2006-06-01,04N23W16A01S,97.0,nitrate_as_no3,miramonte,45.0
2006-07-11,04N23W16A01S,84.0,nitrate_as_no3,miramonte,45.0
2006-09-12,04N23W16A01S,75.6,nitrate_as_no3,miramonte,45.0
2006-10-05,04N23W16A01S,64.0,nitrate_as_no3,miramonte,45.0
2006-11-28,04N23W16A01S,90.0,nitrate_as_no3,miramonte,45.0
2007-01-09,04N23W16A01S,67.7,nitrate_as_no3,miramonte,45.0
2007-01-30,04N23W16A01S,54.7,nitrate_as_no3,miramonte,45.0
2008-02-07,04N23W16A01S,61.0,nitrate_as_no3,miramonte,45.0
2008-04-03,04N23W16A01S,68.0,nitrate_as_no3,miramonte,45.0
2008-05-01,04N23W16A01S,73.0,nitrate_as_no3,miramonte,45.0
2008-08-06,04N23W16A01S,60.0,nitrate_as_no3,miramonte,45.0
2010-05-28,04N23W16A01S,82.5,nitrate_as_no3,miramonte,45.0
2010-06-07,04N23W16A01S,58.0,nitrate_as_no3,miramonte,45.0
2010-07-15,04N23W16A01S,57.4,nitrate_as_no3,miramonte,45.0
2010-07-19,04N23W16A01S,57.1,nitrate_as_no3,miramonte,45.0
2010-08-03,04N23W16A01S,55.8,nitrate_as_no3,miramonte,45.0
2010-09-07,04N23W16A01S,57.5,nitrate_as_no3,miramonte,45.0
2010-12-06,04N23W16A01S,51.7,nitrate_as_no3,miramonte,45.0
2011-01-31,04N23W16A01S,65.3,nitrate_as_no3,miramonte,45.0
2011-02-11,04N23W16A01S,63.1,nitrate_as_no3,miramonte,45.0
2011-03-02,04N23W16A01S,69.8,nitrate_as_no3,miramonte,45.0
2011-04-07,04N23W16A01S,71.0,nitrate_as_no3,miramonte,45.0
2011-05-02,04N23W16A01S,70.1,nitrate_as_no3,miramonte,45.0
2011-06-03,04N23W16A01S,60.6,nitrate_as_no3,miramonte,45.0
2011-07-05,04N23W16A01S,62.0,nitrate_as_no3,miramonte,45.0
2011-08-08,04N23W16A01S,55.1,nitrate_as_no3,miramonte,45.0
2011-09-06,04N23W16A01S,54.5,nitrate_as_no3,miramonte,45.0
2011-10-03,04N23W16A01S,53.3,nitrate_as_no3,miramonte,45.0
2011-11-08,04N23W16A01S,45.4,nitrate_as_no3,miramonte,45.0
2011-12-07,04N23W16A01S,57.4,nitrate_as_no3,miramonte,45.0
2012-01-03,04N23W16A01S,55.0,nitrate_as_no3,miramonte,45.0
2012-02-01,04N23W16A01S,51.4,nitrate_as_no3,miramonte,45.0
2012-03-08,04N23W16A01S,52.5,nitrate_as_no3,miramonte,45.0
2012-04-03,04N23W16A01S,52.1,nitrate_as_no3,miramonte,45.0
2012-05-09,04N23W16A01S,56.9,nitrate_as_no3,miramonte,45.0
2012-06-05,04N23W16A01S,48.5,nitrate_as_no3,miramonte,45.0
2012-07-03,04N23W16A01S,66.1,nitrate_as_no3,miramonte,45.0
2012-08-01,04N23W16A01S,57.3,nitrate_as_no3,miramonte,45.0
2012-09-18,04N23W16A01S,51.6,nitrate_as_no3,miramonte,45.0
2012-10-02,04N23W16A01S,51.2,nitrate_as_no3,miramonte,45.0
2012-11-07,04N23W16A01S,56.7,nitrate_as_no3,miramonte,45.0
2012-12-19,04N23W16A01S,47.7,nitrate_as_no3,miramonte,45.0
2013-01-02,04N23W16A01S,43.0,nitrate_as_no3,miramonte,45.0
2013-02-15,04N23W16A01S,55.7,nitrate_as_no3,miramonte,45.0
2013-03-14,04N23W16A01S,54.0,nitrate_as_no3,miramonte,45.0
2013-04-03,04N23W16A01S,58.6,nitrate_as_no3,miramonte,45.0
2013-05-09,04N23W16A01S,58.5,nitrate_as_no3,miramonte,45.0
2013-06-05,04N23W16A01S,56.9,nitrate_as_no3,miramonte,45.0
2013-07-23,04N23W16A01S,56.0,nitrate_as_no3,miramonte,45.0
2013-08-07,04N23W16A01S,55.8,nitrate_as_no3,miramonte,45.0
2014-07-16,04N23W16A01S,45.9,nitrate_as_no3,miramonte,45.0
2014-08-06,04N23W16A01S,45.2,nitrate_as_no3,miramonte,45.0
2014-09-12,04N23W16A01S,45.3,nitrate_as_no3,miramonte,45.0
2014-10-07,04N23W16A01S,44.9,nitrate_as_no3,miramonte,45.0
2014-11-06,04N23W16A01S,41.4,nitrate_as_no3,miramonte,45.0
2014-12-04,04N23W16A01S,41.3,nitrate_as_no3,miramonte,45.0
2015-01-06,04N23W16A01S,40.8,nitrate_as_no3,miramonte,45.0
2015-02-03,04N23W16A01S,41.8,nitrate_as_no3,miramonte,45.0
2015-03-02,04N23W16A01S,44.2,nitrate_as_no3,miramonte,45.0
2015-04-06,04N23W16A01S,46.5,nitrate_as_no3,miramonte,45.0
2015-05-11,04N23W16A01S,47.3,nitrate_as_no3,miramonte,45.0
2016-09-29,04N23W16A01S,38.070479999999996,nitrate_as_no3,miramonte,45.0
2016-10-06,04N23W16A01S,35.857079999999996,nitrate_as_no3,miramonte,45.0
2016-10-11,04N23W16A01S,36.29976,nitrate_as_no3,miramonte,45.0
2016-11-30,04N23W16A01S,36.29976,nitrate_as_no3,miramonte,45.0
2016-12-06,04N23W16A01S,34.08636,nitrate_as_no3,miramonte,45.0
2017-01-05,04N23W16A01S,34.52904,nitrate_as_no3,miramonte,45.0
2017-02-08,04N23W16A01S,2.6560799999999998,nitrate_as_no3,miramonte,45.0
2017-03-08,04N23W16A01S,43.38264,nitrate_as_no3,miramonte,45.0
2017-04-06,04N23W16A01S,52.67892,nitrate_as_no3,miramonte,45.0
2017-05-04,04N23W16A01S,54.44964,nitrate_as_no3,miramonte,45.0
2017-06-06,04N23W16A01S,50.02284,nitrate_as_no3,miramonte,45.0
2017-07-06,04N23W16A01S,55.777680000000004,nitrate_as_no3,miramonte,45.0
2017-07-18,04N23W16A01S,53.1216,nitrate_as_no3,miramonte,45.0
2017-08-02,04N23W16A01S,53.564280000000004,nitrate_as_no3,miramonte,45.0
2017-09-07,04N23W16A01S,47.36676,nitrate_as_no3,miramonte,45.0
2017-10-03,04N23W16A01S,49.58016,nitrate_as_no3,miramonte,45.0
2017-11-07,04N23W16A01S,46.4814,nitrate_as_no3,miramonte,45.0
2017-12-27,04N23W16A01S,45.59604,nitrate_as_no3,miramonte,45.0
2018-01-10,04N23W16A01S,42.93996,nitrate_as_no3,miramonte,45.0
2018-02-13,04N23W16A01S,41.16924,nitrate_as_no3,miramonte,45.0
2018-03-06,04N23W16A01S,42.0546,nitrate_as_no3,miramonte,45.0
2018-05-01,04N23W16A01S,36.74244,nitrate_as_no3,miramonte,45.0
2018-06-05,04N23W16A01S,44.710679999999996,nitrate_as_no3,miramonte,45.0
2018-07-03,04N23W16A01S,46.4814,nitrate_as_no3,miramonte,45.0
2018-08-14,04N23W16A01S,39.8412,nitrate_as_no3,miramonte,45.0
2018-09-11,04N23W16A01S,44.710679999999996,nitrate_as_no3,miramonte,45.0
2018-10-02,04N23W16A01S,42.0546,nitrate_as_no3,miramonte,45.0
2018-11-06,04N23W16A01S,41.16924,nitrate_as_no3,miramonte,45.0
2018-12-04,04N23W16A01S,32.75832,nitrate_as_no3,miramonte,45.0
2019-01-02,04N23W16A01S,39.8412,nitrate_as_no3,miramonte,45.0
2019-01-15,04N23W16A01S,46.92408,nitrate_as_no3,miramonte,45.0
2019-02-05,04N23W16A01S,51.35088,nitrate_as_no3,miramonte,45.0
2019-03-05,04N23W16A01S,55.335,nitrate_as_no3,miramonte,45.0
2019-04-02,04N23W16A01S,55.777680000000004,nitrate_as_no3,miramonte,45.0
2019-05-14,04N23W16A01S,58.43376,nitrate_as_no3,miramonte,45.0
2019-06-11,04N23W16A01S,54.00696,nitrate_as_no3,miramonte,45.0
2019-07-02,04N23W16A01S,49.58016,nitrate_as_no3,miramonte,45.0
1993-09-14,04N23W16B07S,37.0,nitrate_as_no3,miramonte,45.0
1994-01-03,04N23W16B07S,46.0,nitrate_as_no3,miramonte,45.0
1994-02-08,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1994-10-04,04N23W16B07S,7.6,nitrate_as_no3,miramonte,45.0
1995-01-13,04N23W16B07S,9.3,nitrate_as_no3,miramonte,45.0
1995-04-03,04N23W16B07S,60.0,nitrate_as_no3,miramonte,45.0
1995-05-04,04N23W16B07S,54.0,nitrate_as_no3,miramonte,45.0
1995-05-16,04N23W16B07S,57.0,nitrate_as_no3,miramonte,45.0
1995-06-20,04N23W16B07S,50.0,nitrate_as_no3,miramonte,45.0
1995-07-20,04N23W16B07S,48.0,nitrate_as_no3,miramonte,45.0
1995-08-21,04N23W16B07S,44.0,nitrate_as_no3,miramonte,45.0
1995-09-21,04N23W16B07S,8.4,nitrate_as_no3,miramonte,45.0
1995-10-31,04N23W16B07S,5.2,nitrate_as_no3,miramonte,45.0
1995-11-07,04N23W16B07S,4.6,nitrate_as_no3,miramonte,45.0
1996-02-08,04N23W16B07S,4.4,nitrate_as_no3,miramonte,45.0
1996-03-07,04N23W16B07S,4.3,nitrate_as_no3,miramonte,45.0
1996-06-24,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1996-07-24,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1996-11-15,04N23W16B07S,0.0,nitrate_as_no3,miramonte,45.0
1997-01-27,04N23W16B07S,45.0,nitrate_as_no3,miramonte,45.0
1997-03-11,04N23W16B07S,53.0,nitrate_as_no3,miramonte,45.0
1997-03-31,04N23W16B07S,60.0,nitrate_as_no3,miramonte,45.0
1997-05-21,04N23W16B07S,54.0,nitrate_as_no3,miramonte,45.0
1997-06-10,04N23W16B07S,51.0,nitrate_as_no3,miramonte,45.0
1997-08-19,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1997-08-26,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1997-09-02,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1997-09-09,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1997-09-24,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1997-10-01,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1997-10-08,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1997-10-14,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1997-10-23,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1997-10-30,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1997-11-06,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1997-11-13,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1997-11-19,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1997-12-04,04N23W16B07S,40.0,nitrate_as_no3,miramonte,45.0
1997-12-18,04N23W16B07S,40.0,nitrate_as_no3,miramonte,45.0
1997-12-31,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1998-01-14,04N23W16B07S,49.0,nitrate_as_no3,miramonte,45.0
1998-01-21,04N23W16B07S,52.0,nitrate_as_no3,miramonte,45.0
1998-04-06,04N23W16B07S,56.0,nitrate_as_no3,miramonte,45.0
1998-05-03,04N23W16B07S,57.0,nitrate_as_no3,miramonte,45.0
1998-06-22,04N23W16B07S,52.0,nitrate_as_no3,miramonte,45.0
1998-08-05,04N23W16B07S,49.0,nitrate_as_no3,miramonte,45.0
1998-08-27,04N23W16B07S,48.0,nitrate_as_no3,miramonte,45.0
1998-09-03,04N23W16B07S,48.0,nitrate_as_no3,miramonte,45.0
1998-09-22,04N23W16B07S,47.0,nitrate_as_no3,miramonte,45.0
1998-11-16,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1998-11-23,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1998-12-03,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1998-12-07,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1998-12-14,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1998-12-21,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1998-12-28,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1999-01-07,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1999-01-11,04N23W16B07S,39.0,nitrate_as_no3,miramonte,45.0
1999-01-21,04N23W16B07S,40.0,nitrate_as_no3,miramonte,45.0
1999-02-03,04N23W16B07S,45.0,nitrate_as_no3,miramonte,45.0
1999-02-12,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1999-02-23,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1999-03-02,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
1999-03-15,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1999-03-24,04N23W16B07S,37.0,nitrate_as_no3,miramonte,45.0
1999-04-01,04N23W16B07S,47.0,nitrate_as_no3,miramonte,45.0
1999-04-08,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1999-04-14,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1999-04-21,04N23W16B07S,44.0,nitrate_as_no3,miramonte,45.0
1999-04-28,04N23W16B07S,46.0,nitrate_as_no3,miramonte,45.0
1999-04-30,04N23W16B07S,43.0,nitrate_as_no3,miramonte,45.0
1999-05-12,04N23W16B07S,47.0,nitrate_as_no3,miramonte,45.0
1999-05-13,04N23W16B07S,40.0,nitrate_as_no3,miramonte,45.0
1999-05-28,04N23W16B07S,41.8,nitrate_as_no3,miramonte,45.0
1999-06-03,04N23W16B07S,38.4,nitrate_as_no3,miramonte,45.0
1999-06-09,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45.0
1999-06-16,04N23W16B07S,43.7,nitrate_as_no3,miramonte,45.0
1999-06-22,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45.0
1999-06-29,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45.0
1999-07-07,04N23W16B07S,43.4,nitrate_as_no3,miramonte,45.0
1999-07-12,04N23W16B07S,42.6,nitrate_as_no3,miramonte,45.0
1999-07-14,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
1999-07-20,04N23W16B07S,42.7,nitrate_as_no3,miramonte,45.0
1999-07-27,04N23W16B07S,37.4,nitrate_as_no3,miramonte,45.0
1999-08-03,04N23W16B07S,41.8,nitrate_as_no3,miramonte,45.0
1999-08-17,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45.0
1999-08-24,04N23W16B07S,39.4,nitrate_as_no3,miramonte,45.0
1999-08-31,04N23W16B07S,38.5,nitrate_as_no3,miramonte,45.0
1999-09-07,04N23W16B07S,39.9,nitrate_as_no3,miramonte,45.0
1999-09-21,04N23W16B07S,37.4,nitrate_as_no3,miramonte,45.0
1999-10-05,04N23W16B07S,38.1,nitrate_as_no3,miramonte,45.0
1999-10-19,04N23W16B07S,38.3,nitrate_as_no3,miramonte,45.0
1999-11-02,04N23W16B07S,41.3,nitrate_as_no3,miramonte,45.0
1999-11-16,04N23W16B07S,36.2,nitrate_as_no3,miramonte,45.0
1999-12-02,04N23W16B07S,38.5,nitrate_as_no3,miramonte,45.0
1999-12-13,04N23W16B07S,38.7,nitrate_as_no3,miramonte,45.0
2000-01-26,04N23W16B07S,38.7,nitrate_as_no3,miramonte,45.0
2000-02-03,04N23W16B07S,38.7,nitrate_as_no3,miramonte,45.0
2000-02-25,04N23W16B07S,38.0,nitrate_as_no3,miramonte,45.0
2000-03-16,04N23W16B07S,44.0,nitrate_as_no3,miramonte,45.0
2000-03-20,04N23W16B07S,46.0,nitrate_as_no3,miramonte,45.0
2000-06-13,04N23W16B07S,59.8,nitrate_as_no3,miramonte,45.0
2000-07-14,04N23W16B07S,51.4,nitrate_as_no3,miramonte,45.0
2000-07-27,04N23W16B07S,47.8,nitrate_as_no3,miramonte,45.0
2000-08-08,04N23W16B07S,47.6,nitrate_as_no3,miramonte,45.0
2000-08-14,04N23W16B07S,46.8,nitrate_as_no3,miramonte,45.0
2000-08-24,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45.0
2000-08-31,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45.0
2000-09-07,04N23W16B07S,44.9,nitrate_as_no3,miramonte,45.0
2000-09-14,04N23W16B07S,44.5,nitrate_as_no3,miramonte,45.0
2000-09-21,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45.0
2000-09-28,04N23W16B07S,40.5,nitrate_as_no3,miramonte,45.0
2000-10-24,04N23W16B07S,40.6,nitrate_as_no3,miramonte,45.0
2001-01-05,04N23W16B07S,37.6,nitrate_as_no3,miramonte,45.0
2001-01-12,04N23W16B07S,45.7,nitrate_as_no3,miramonte,45.0
2001-01-25,04N23W16B07S,45.5,nitrate_as_no3,miramonte,45.0
2001-02-01,04N23W16B07S,48.1,nitrate_as_no3,miramonte,45.0
2001-02-07,04N23W16B07S,51.0,nitrate_as_no3,miramonte,45.0
2001-02-14,04N23W16B07S,54.1,nitrate_as_no3,miramonte,45.0
2001-02-22,04N23W16B07S,58.7,nitrate_as_no3,miramonte,45.0
2001-03-01,04N23W16B07S,57.7,nitrate_as_no3,miramonte,45.0
2001-03-09,04N23W16B07S,55.0,nitrate_as_no3,miramonte,45.0
2001-03-16,04N23W16B07S,59.1,nitrate_as_no3,miramonte,45.0
2001-03-29,04N23W16B07S,66.4,nitrate_as_no3,miramonte,45.0
2001-04-06,04N23W16B07S,61.9,nitrate_as_no3,miramonte,45.0
2001-04-13,04N23W16B07S,65.7,nitrate_as_no3,miramonte,45.0
2001-04-20,04N23W16B07S,64.8,nitrate_as_no3,miramonte,45.0
2001-04-26,04N23W16B07S,62.0,nitrate_as_no3,miramonte,45.0
2001-05-04,04N23W16B07S,65.2,nitrate_as_no3,miramonte,45.0
2001-05-10,04N23W16B07S,62.5,nitrate_as_no3,miramonte,45.0
2001-05-18,04N23W16B07S,63.4,nitrate_as_no3,miramonte,45.0
2001-05-24,04N23W16B07S,62.2,nitrate_as_no3,miramonte,45.0
2001-05-31,04N23W16B07S,61.3,nitrate_as_no3,miramonte,45.0
2001-06-08,04N23W16B07S,60.9,nitrate_as_no3,miramonte,45.0
2001-06-14,04N23W16B07S,61.2,nitrate_as_no3,miramonte,45.0
2001-06-20,04N23W16B07S,59.2,nitrate_as_no3,miramonte,45.0
2001-06-28,04N23W16B07S,58.5,nitrate_as_no3,miramonte,45.0
2001-07-06,04N23W16B07S,50.8,nitrate_as_no3,miramonte,45.0
2001-07-12,04N23W16B07S,49.5,nitrate_as_no3,miramonte,45.0
2001-07-20,04N23W16B07S,52.7,nitrate_as_no3,miramonte,45.0
2001-07-27,04N23W16B07S,52.8,nitrate_as_no3,miramonte,45.0
2001-08-03,04N23W16B07S,48.0,nitrate_as_no3,miramonte,45.0
2001-08-10,04N23W16B07S,47.2,nitrate_as_no3,miramonte,45.0
2001-08-16,04N23W16B07S,49.3,nitrate_as_no3,miramonte,45.0
2001-08-24,04N23W16B07S,50.7,nitrate_as_no3,miramonte,45.0
2001-08-31,04N23W16B07S,49.8,nitrate_as_no3,miramonte,45.0
2001-09-06,04N23W16B07S,44.4,nitrate_as_no3,miramonte,45.0
2001-09-13,04N23W16B07S,51.0,nitrate_as_no3,miramonte,45.0
2001-09-21,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45.0
2001-09-28,04N23W16B07S,45.4,nitrate_as_no3,miramonte,45.0
2001-10-05,04N23W16B07S,43.6,nitrate_as_no3,miramonte,45.0
2001-10-11,04N23W16B07S,42.7,nitrate_as_no3,miramonte,45.0
2001-10-19,04N23W16B07S,43.7,nitrate_as_no3,miramonte,45.0
2001-10-26,04N23W16B07S,40.2,nitrate_as_no3,miramonte,45.0
2001-11-01,04N23W16B07S,32.0,nitrate_as_no3,miramonte,45.0
2001-11-08,04N23W16B07S,45.7,nitrate_as_no3,miramonte,45.0
2001-11-15,04N23W16B07S,41.6,nitrate_as_no3,miramonte,45.0
2001-11-26,04N23W16B07S,40.5,nitrate_as_no3,miramonte,45.0
2001-11-30,04N23W16B07S,45.5,nitrate_as_no3,miramonte,45.0
2001-12-06,04N23W16B07S,41.3,nitrate_as_no3,miramonte,45.0
2001-12-13,04N23W16B07S,43.2,nitrate_as_no3,miramonte,45.0
2001-12-20,04N23W16B07S,45.8,nitrate_as_no3,miramonte,45.0
2001-12-28,04N23W16B07S,48.0,nitrate_as_no3,miramonte,45.0
2002-01-03,04N23W16B07S,47.2,nitrate_as_no3,miramonte,45.0
2002-01-10,04N23W16B07S,48.5,nitrate_as_no3,miramonte,45.0
2002-01-17,04N23W16B07S,51.3,nitrate_as_no3,miramonte,45.0
2002-01-24,04N23W16B07S,49.4,nitrate_as_no3,miramonte,45.0
2002-01-31,04N23W16B07S,49.6,nitrate_as_no3,miramonte,45.0
2002-02-07,04N23W16B07S,50.5,nitrate_as_no3,miramonte,45.0
2002-02-14,04N23W16B07S,49.2,nitrate_as_no3,miramonte,45.0
2002-02-21,04N23W16B07S,48.3,nitrate_as_no3,miramonte,45.0
2002-02-28,04N23W16B07S,52.2,nitrate_as_no3,miramonte,45.0
2002-03-07,04N23W16B07S,52.5,nitrate_as_no3,miramonte,45.0
2002-03-14,04N23W16B07S,46.4,nitrate_as_no3,miramonte,45.0
2002-03-21,04N23W16B07S,46.8,nitrate_as_no3,miramonte,45.0
2002-03-28,04N23W16B07S,45.5,nitrate_as_no3,miramonte,45.0
2002-04-04,04N23W16B07S,46.3,nitrate_as_no3,miramonte,45.0
2002-04-11,04N23W16B07S,42.8,nitrate_as_no3,miramonte,45.0
2002-04-18,04N23W16B07S,43.7,nitrate_as_no3,miramonte,45.0
2002-04-25,04N23W16B07S,44.2,nitrate_as_no3,miramonte,45.0
2002-05-02,04N23W16B07S,40.6,nitrate_as_no3,miramonte,45.0
2002-05-10,04N23W16B07S,40.7,nitrate_as_no3,miramonte,45.0
2002-05-16,04N23W16B07S,42.2,nitrate_as_no3,miramonte,45.0
2002-05-23,04N23W16B07S,44.2,nitrate_as_no3,miramonte,45.0
2002-05-31,04N23W16B07S,40.9,nitrate_as_no3,miramonte,45.0
2002-06-06,04N23W16B07S,42.4,nitrate_as_no3,miramonte,45.0
2002-06-14,04N23W16B07S,41.3,nitrate_as_no3,miramonte,45.0
2002-06-20,04N23W16B07S,41.0,nitrate_as_no3,miramonte,45.0
2002-06-28,04N23W16B07S,40.8,nitrate_as_no3,miramonte,45.0
2002-07-05,04N23W16B07S,40.4,nitrate_as_no3,miramonte,45.0
2002-07-11,04N23W16B07S,39.7,nitrate_as_no3,miramonte,45.0
2002-07-18,04N23W16B07S,39.7,nitrate_as_no3,miramonte,45.0
2002-07-30,04N23W16B07S,36.7,nitrate_as_no3,miramonte,45.0
2002-08-14,04N23W16B07S,35.0,nitrate_as_no3,miramonte,45.0
2002-08-27,04N23W16B07S,35.8,nitrate_as_no3,miramonte,45.0
2002-09-10,04N23W16B07S,35.7,nitrate_as_no3,miramonte,45.0
2002-09-24,04N23W16B07S,34.2,nitrate_as_no3,miramonte,45.0
2002-10-08,04N23W16B07S,36.4,nitrate_as_no3,miramonte,45.0
2002-10-23,04N23W16B07S,38.5,nitrate_as_no3,miramonte,45.0
2002-11-04,04N23W16B07S,38.0,nitrate_as_no3,miramonte,45.0
2002-11-19,04N23W16B07S,35.7,nitrate_as_no3,miramonte,45.0
2002-12-02,04N23W16B07S,37.3,nitrate_as_no3,miramonte,45.0
2002-12-17,04N23W16B07S,37.0,nitrate_as_no3,miramonte,45.0
2002-12-30,04N23W16B07S,37.4,nitrate_as_no3,miramonte,45.0
2003-01-14,04N23W16B07S,37.5,nitrate_as_no3,miramonte,45.0
2003-01-28,04N23W16B07S,44.5,nitrate_as_no3,miramonte,45.0
2003-01-30,04N23W16B07S,42.4,nitrate_as_no3,miramonte,45.0
2003-02-06,04N23W16B07S,41.8,nitrate_as_no3,miramonte,45.0
2003-02-11,04N23W16B07S,43.7,nitrate_as_no3,miramonte,45.0
2003-02-18,04N23W16B07S,42.8,nitrate_as_no3,miramonte,45.0
2003-02-24,04N23W16B07S,44.6,nitrate_as_no3,miramonte,45.0
2003-03-04,04N23W16B07S,47.2,nitrate_as_no3,miramonte,45.0
2003-03-11,04N23W16B07S,51.2,nitrate_as_no3,miramonte,45.0
2003-03-18,04N23W16B07S,54.6,nitrate_as_no3,miramonte,45.0
2003-03-25,04N23W16B07S,56.9,nitrate_as_no3,miramonte,45.0
2003-04-01,04N23W16B07S,61.5,nitrate_as_no3,miramonte,45.0
2003-04-08,04N23W16B07S,59.9,nitrate_as_no3,miramonte,45.0
2003-04-15,04N23W16B07S,64.0,nitrate_as_no3,miramonte,45.0
2003-04-29,04N23W16B07S,57.4,nitrate_as_no3,miramonte,45.0
2003-05-07,04N23W16B07S,59.8,nitrate_as_no3,miramonte,45.0
2003-05-12,04N23W16B07S,59.9,nitrate_as_no3,miramonte,45.0
2003-05-20,04N23W16B07S,62.0,nitrate_as_no3,miramonte,45.0
2003-05-27,04N23W16B07S,57.5,nitrate_as_no3,miramonte,45.0
2003-06-03,04N23W16B07S,61.6,nitrate_as_no3,miramonte,45.0
2003-06-17,04N23W16B07S,62.9,nitrate_as_no3,miramonte,45.0
2003-06-23,04N23W16B07S,61.8,nitrate_as_no3,miramonte,45.0
2003-08-05,04N23W16B07S,56.2,nitrate_as_no3,miramonte,45.0
2003-08-12,04N23W16B07S,53.7,nitrate_as_no3,miramonte,45.0
2003-08-19,04N23W16B07S,53.7,nitrate_as_no3,miramonte,45.0
2003-08-26,04N23W16B07S,52.1,nitrate_as_no3,miramonte,45.0
2003-09-02,04N23W16B07S,49.6,nitrate_as_no3,miramonte,45.0
2003-09-09,04N23W16B07S,49.3,nitrate_as_no3,miramonte,45.0
2003-09-16,04N23W16B07S,50.3,nitrate_as_no3,miramonte,45.0
2003-09-23,04N23W16B07S,48.4,nitrate_as_no3,miramonte,45.0
2003-09-30,04N23W16B07S,49.3,nitrate_as_no3,miramonte,45.0
2003-10-07,04N23W16B07S,47.1,nitrate_as_no3,miramonte,45.0
2003-10-14,04N23W16B07S,46.9,nitrate_as_no3,miramonte,45.0
2003-10-21,04N23W16B07S,43.5,nitrate_as_no3,miramonte,45.0
2003-10-29,04N23W16B07S,42.0,nitrate_as_no3,miramonte,45.0
2003-11-04,04N23W16B07S,43.1,nitrate_as_no3,miramonte,45.0
2003-11-11,04N23W16B07S,45.3,nitrate_as_no3,miramonte,45.0
