date,well,find,chem,area,wqo
3/2/2011,04N23W16A01S,69.8,nitrate_as_no3,miramonte,45
4/7/2011,04N23W16A01S,16.0389,nitrate_as_n,miramonte,10
4/7/2011,04N23W16A01S,71,nitrate_as_no3,miramonte,45
5/2/2011,04N23W16A01S,15.83559,nitrate_as_n,miramonte,10
5/2/2011,04N23W16A01S,70.1,nitrate_as_no3,miramonte,45
6/3/2011,04N23W16A01S,13.68954,nitrate_as_n,miramonte,10
6/3/2011,04N23W16A01S,60.6,nitrate_as_no3,miramonte,45
7/5/2011,04N23W16A01S,14.0058,nitrate_as_n,miramonte,10
7/5/2011,04N23W16A01S,62,nitrate_as_no3,miramonte,45
8/8/2011,04N23W16A01S,12.44709,nitrate_as_n,miramonte,10
8/8/2011,04N23W16A01S,55.1,nitrate_as_no3,miramonte,45
9/6/2011,04N23W16A01S,12.31155,nitrate_as_n,miramonte,10
9/6/2011,04N23W16A01S,54.5,nitrate_as_no3,miramonte,45
10/3/2011,04N23W16A01S,12.04047,nitrate_as_n,miramonte,10
10/3/2011,04N23W16A01S,53.3,nitrate_as_no3,miramonte,45
11/8/2011,04N23W16A01S,10.25586,nitrate_as_n,miramonte,10
11/8/2011,04N23W16A01S,45.4,nitrate_as_no3,miramonte,45
12/7/2011,04N23W16A01S,12.96666,nitrate_as_n,miramonte,10
12/7/2011,04N23W16A01S,57.4,nitrate_as_no3,miramonte,45
1/3/2012,04N23W16A01S,12.4245,nitrate_as_n,miramonte,10
1/3/2012,04N23W16A01S,55,nitrate_as_no3,miramonte,45
2/1/2012,04N23W16A01S,11.61126,nitrate_as_n,miramonte,10
2/1/2012,04N23W16A01S,51.4,nitrate_as_no3,miramonte,45
3/8/2012,04N23W16A01S,11.85975,nitrate_as_n,miramonte,10
3/8/2012,04N23W16A01S,52.5,nitrate_as_no3,miramonte,45
4/3/2012,04N23W16A01S,11.76939,nitrate_as_n,miramonte,10
4/3/2012,04N23W16A01S,52.1,nitrate_as_no3,miramonte,45
5/9/2012,04N23W16A01S,12.85371,nitrate_as_n,miramonte,10
5/9/2012,04N23W16A01S,56.9,nitrate_as_no3,miramonte,45
6/5/2012,04N23W16A01S,10.95615,nitrate_as_n,miramonte,10
6/5/2012,04N23W16A01S,48.5,nitrate_as_no3,miramonte,45
7/3/2012,04N23W16A01S,14.93199,nitrate_as_n,miramonte,10
7/3/2012,04N23W16A01S,66.1,nitrate_as_no3,miramonte,45
8/1/2012,04N23W16A01S,12.94407,nitrate_as_n,miramonte,10
8/1/2012,04N23W16A01S,57.3,nitrate_as_no3,miramonte,45
9/18/2012,04N23W16A01S,11.65644,nitrate_as_n,miramonte,10
9/18/2012,04N23W16A01S,51.6,nitrate_as_no3,miramonte,45
10/2/2012,04N23W16A01S,11.56608,nitrate_as_n,miramonte,10
10/2/2012,04N23W16A01S,51.2,nitrate_as_no3,miramonte,45
11/7/2012,04N23W16A01S,12.80853,nitrate_as_n,miramonte,10
11/7/2012,04N23W16A01S,56.7,nitrate_as_no3,miramonte,45
12/19/2012,04N23W16A01S,10.77543,nitrate_as_n,miramonte,10
12/19/2012,04N23W16A01S,47.7,nitrate_as_no3,miramonte,45
1/2/2013,04N23W16A01S,9.7137,nitrate_as_n,miramonte,10
1/2/2013,04N23W16A01S,43,nitrate_as_no3,miramonte,45
2/15/2013,04N23W16A01S,0.1,boron,miramonte,0.5
2/15/2013,04N23W16A01S,0.1,boron,miramonte,0.5
2/15/2013,04N23W16A01S,66,chloride,miramonte,100
2/15/2013,04N23W16A01S,66,chloride,miramonte,100
2/15/2013,04N23W16A01S,12.58263,nitrate_as_n,miramonte,10
2/15/2013,04N23W16A01S,55.7,nitrate_as_no3,miramonte,45
2/15/2013,04N23W16A01S,40,sulfate,miramonte,300
2/15/2013,04N23W16A01S,40,sulfate,miramonte,300
2/15/2013,04N23W16A01S,420,tds,miramonte,800
3/14/2013,04N23W16A01S,12.1986,nitrate_as_n,miramonte,10
3/14/2013,04N23W16A01S,54,nitrate_as_no3,miramonte,45
4/3/2013,04N23W16A01S,13.23774,nitrate_as_n,miramonte,10
4/3/2013,04N23W16A01S,58.6,nitrate_as_no3,miramonte,45
5/9/2013,04N23W16A01S,13.21515,nitrate_as_n,miramonte,10
5/9/2013,04N23W16A01S,58.5,nitrate_as_no3,miramonte,45
6/5/2013,04N23W16A01S,12.85371,nitrate_as_n,miramonte,10
6/5/2013,04N23W16A01S,56.9,nitrate_as_no3,miramonte,45
7/23/2013,04N23W16A01S,12.6504,nitrate_as_n,miramonte,10
7/23/2013,04N23W16A01S,56,nitrate_as_no3,miramonte,45
8/7/2013,04N23W16A01S,12.60522,nitrate_as_n,miramonte,10
8/7/2013,04N23W16A01S,55.8,nitrate_as_no3,miramonte,45
7/16/2014,04N23W16A01S,10.36881,nitrate_as_n,miramonte,10
7/16/2014,04N23W16A01S,45.9,nitrate_as_no3,miramonte,45
8/6/2014,04N23W16A01S,10.21068,nitrate_as_n,miramonte,10
8/6/2014,04N23W16A01S,45.2,nitrate_as_no3,miramonte,45
9/12/2014,04N23W16A01S,10.23327,nitrate_as_n,miramonte,10
9/12/2014,04N23W16A01S,45.3,nitrate_as_no3,miramonte,45
10/7/2014,04N23W16A01S,10.14291,nitrate_as_n,miramonte,10
10/7/2014,04N23W16A01S,44.9,nitrate_as_no3,miramonte,45
11/6/2014,04N23W16A01S,9.35226,nitrate_as_n,miramonte,10
11/6/2014,04N23W16A01S,41.4,nitrate_as_no3,miramonte,45
12/4/2014,04N23W16A01S,9.32967,nitrate_as_n,miramonte,10
12/4/2014,04N23W16A01S,41.3,nitrate_as_no3,miramonte,45
1/6/2015,04N23W16A01S,9.21672,nitrate_as_n,miramonte,10
1/6/2015,04N23W16A01S,40.8,nitrate_as_no3,miramonte,45
2/3/2015,04N23W16A01S,9.44262,nitrate_as_n,miramonte,10
2/3/2015,04N23W16A01S,41.8,nitrate_as_no3,miramonte,45
3/2/2015,04N23W16A01S,9.98478,nitrate_as_n,miramonte,10
3/2/2015,04N23W16A01S,44.2,nitrate_as_no3,miramonte,45
4/6/2015,04N23W16A01S,10.50435,nitrate_as_n,miramonte,10
4/6/2015,04N23W16A01S,46.5,nitrate_as_no3,miramonte,45
5/11/2015,04N23W16A01S,10.7,nitrate_as_n,miramonte,10
5/11/2015,04N23W16A01S,10.68507,nitrate_as_n,miramonte,10
5/11/2015,04N23W16A01S,47.3,nitrate_as_no3,miramonte,45
5/11/2015,04N23W16A01S,47.36676,nitrate_as_no3,miramonte,45
9/29/2016,04N23W16A01S,8.6,nitrate_as_n,miramonte,10
9/29/2016,04N23W16A01S,38.07048,nitrate_as_no3,miramonte,45
10/6/2016,04N23W16A01S,0.1,boron,miramonte,0.5
10/6/2016,04N23W16A01S,58,chloride,miramonte,100
10/6/2016,04N23W16A01S,58,chloride,miramonte,100
10/6/2016,04N23W16A01S,8.1,nitrate_as_n,miramonte,10
10/6/2016,04N23W16A01S,35.85708,nitrate_as_no3,miramonte,45
10/6/2016,04N23W16A01S,37.9,sulfate,miramonte,300
10/6/2016,04N23W16A01S,37.9,sulfate,miramonte,300
10/6/2016,04N23W16A01S,380,tds,miramonte,800
10/11/2016,04N23W16A01S,8.2,nitrate_as_n,miramonte,10
10/11/2016,04N23W16A01S,36.29976,nitrate_as_no3,miramonte,45
11/30/2016,04N23W16A01S,8.2,nitrate_as_n,miramonte,10
11/30/2016,04N23W16A01S,36.29976,nitrate_as_no3,miramonte,45
12/6/2016,04N23W16A01S,7.7,nitrate_as_n,miramonte,10
12/6/2016,04N23W16A01S,34.08636,nitrate_as_no3,miramonte,45
1/5/2017,04N23W16A01S,7.8,nitrate_as_n,miramonte,10
1/5/2017,04N23W16A01S,34.52904,nitrate_as_no3,miramonte,45
2/8/2017,04N23W16A01S,0.6,nitrate_as_n,miramonte,10
2/8/2017,04N23W16A01S,2.65608,nitrate_as_no3,miramonte,45
3/8/2017,04N23W16A01S,9.8,nitrate_as_n,miramonte,10
3/8/2017,04N23W16A01S,43.38264,nitrate_as_no3,miramonte,45
4/6/2017,04N23W16A01S,11.9,nitrate_as_n,miramonte,10
4/6/2017,04N23W16A01S,52.67892,nitrate_as_no3,miramonte,45
5/4/2017,04N23W16A01S,12.3,nitrate_as_n,miramonte,10
5/4/2017,04N23W16A01S,54.44964,nitrate_as_no3,miramonte,45
6/6/2017,04N23W16A01S,11.3,nitrate_as_n,miramonte,10
6/6/2017,04N23W16A01S,50.02284,nitrate_as_no3,miramonte,45
7/6/2017,04N23W16A01S,12.6,nitrate_as_n,miramonte,10
7/6/2017,04N23W16A01S,55.77768,nitrate_as_no3,miramonte,45
7/18/2017,04N23W16A01S,12,nitrate_as_n,miramonte,10
7/18/2017,04N23W16A01S,53.1216,nitrate_as_no3,miramonte,45
8/2/2017,04N23W16A01S,12.1,nitrate_as_n,miramonte,10
8/2/2017,04N23W16A01S,53.56428,nitrate_as_no3,miramonte,45
9/7/2017,04N23W16A01S,10.7,nitrate_as_n,miramonte,10
9/7/2017,04N23W16A01S,47.36676,nitrate_as_no3,miramonte,45
10/3/2017,04N23W16A01S,11.2,nitrate_as_n,miramonte,10
10/3/2017,04N23W16A01S,49.58016,nitrate_as_no3,miramonte,45
11/7/2017,04N23W16A01S,10.5,nitrate_as_n,miramonte,10
11/7/2017,04N23W16A01S,46.4814,nitrate_as_no3,miramonte,45
12/27/2017,04N23W16A01S,10.3,nitrate_as_n,miramonte,10
12/27/2017,04N23W16A01S,45.59604,nitrate_as_no3,miramonte,45
1/10/2018,04N23W16A01S,9.7,nitrate_as_n,miramonte,10
1/10/2018,04N23W16A01S,42.93996,nitrate_as_no3,miramonte,45
2/13/2018,04N23W16A01S,9.3,nitrate_as_n,miramonte,10
2/13/2018,04N23W16A01S,41.16924,nitrate_as_no3,miramonte,45
3/6/2018,04N23W16A01S,9.5,nitrate_as_n,miramonte,10
3/6/2018,04N23W16A01S,42.0546,nitrate_as_no3,miramonte,45
5/1/2018,04N23W16A01S,8.3,nitrate_as_n,miramonte,10
5/1/2018,04N23W16A01S,36.74244,nitrate_as_no3,miramonte,45
6/5/2018,04N23W16A01S,10.1,nitrate_as_n,miramonte,10
6/5/2018,04N23W16A01S,44.71068,nitrate_as_no3,miramonte,45
7/3/2018,04N23W16A01S,10.5,nitrate_as_n,miramonte,10
7/3/2018,04N23W16A01S,46.4814,nitrate_as_no3,miramonte,45
8/14/2018,04N23W16A01S,9,nitrate_as_n,miramonte,10
8/14/2018,04N23W16A01S,39.8412,nitrate_as_no3,miramonte,45
9/11/2018,04N23W16A01S,10.1,nitrate_as_n,miramonte,10
9/11/2018,04N23W16A01S,44.71068,nitrate_as_no3,miramonte,45
10/2/2018,04N23W16A01S,9.5,nitrate_as_n,miramonte,10
10/2/2018,04N23W16A01S,42.0546,nitrate_as_no3,miramonte,45
11/6/2018,04N23W16A01S,9.3,nitrate_as_n,miramonte,10
11/6/2018,04N23W16A01S,41.16924,nitrate_as_no3,miramonte,45
12/4/2018,04N23W16A01S,7.4,nitrate_as_n,miramonte,10
12/4/2018,04N23W16A01S,32.75832,nitrate_as_no3,miramonte,45
1/2/2019,04N23W16A01S,9,nitrate_as_n,miramonte,10
1/2/2019,04N23W16A01S,39.8412,nitrate_as_no3,miramonte,45
1/15/2019,04N23W16A01S,0.1,boron,miramonte,0.5
1/15/2019,04N23W16A01S,63,chloride,miramonte,100
1/15/2019,04N23W16A01S,10.6,nitrate_as_n,miramonte,10
1/15/2019,04N23W16A01S,46.92408,nitrate_as_no3,miramonte,45
1/15/2019,04N23W16A01S,39,sulfate,miramonte,300
1/15/2019,04N23W16A01S,390,tds,miramonte,800
2/5/2019,04N23W16A01S,11.6,nitrate_as_n,miramonte,10
2/5/2019,04N23W16A01S,51.35088,nitrate_as_no3,miramonte,45
3/5/2019,04N23W16A01S,12.5,nitrate_as_n,miramonte,10
3/5/2019,04N23W16A01S,55.335,nitrate_as_no3,miramonte,45
4/2/2019,04N23W16A01S,12.6,nitrate_as_n,miramonte,10
4/2/2019,04N23W16A01S,55.77768,nitrate_as_no3,miramonte,45
5/14/2019,04N23W16A01S,13.2,nitrate_as_n,miramonte,10
5/14/2019,04N23W16A01S,58.43376,nitrate_as_no3,miramonte,45
6/11/2019,04N23W16A01S,12.2,nitrate_as_n,miramonte,10
6/11/2019,04N23W16A01S,54.00696,nitrate_as_no3,miramonte,45
7/2/2019,04N23W16A01S,11.2,nitrate_as_n,miramonte,10
7/2/2019,04N23W16A01S,49.58016,nitrate_as_no3,miramonte,45
8/26/2002,04N23W16B05S,0.15,boron,miramonte,0.5
8/26/2002,04N23W16B05S,0.15,boron,miramonte,0.5
8/26/2002,04N23W16B05S,72,chloride,miramonte,100
8/26/2002,04N23W16B05S,72,chloride,miramonte,100
8/26/2002,04N23W16B05S,17.3943,nitrate_as_n,miramonte,10
8/26/2002,04N23W16B05S,77,nitrate_as_no3,miramonte,45
8/26/2002,04N23W16B05S,52,sulfate,miramonte,300
8/26/2002,04N23W16B05S,52,sulfate,miramonte,300
8/26/2002,04N23W16B05S,510,tds,miramonte,800
8/26/2002,04N23W16B06S,0.16,boron,miramonte,0.5
8/26/2002,04N23W16B06S,57,chloride,miramonte,100
8/26/2002,04N23W16B06S,11.7468,nitrate_as_n,miramonte,10
8/26/2002,04N23W16B06S,52,nitrate_as_no3,miramonte,45
8/26/2002,04N23W16B06S,59,sulfate,miramonte,300
8/26/2002,04N23W16B06S,440,tds,miramonte,800
10/4/2005,04N23W16B06S,12.37932,nitrate_as_n,miramonte,10
10/4/2005,04N23W16B06S,54.8,nitrate_as_no3,miramonte,45
1/28/1976,04N23W16B07S,0.1,boron,miramonte,0.5
1/28/1976,04N23W16B07S,62,chloride,miramonte,100
1/28/1976,04N23W16B07S,125,sulfate,miramonte,300
4/1/1987,04N23W16B07S,56,chloride,miramonte,100
4/1/1987,04N23W16B07S,64,sulfate,miramonte,300
4/2/1990,04N23W16B07S,55,chloride,miramonte,100
4/2/1990,04N23W16B07S,67,sulfate,miramonte,300
9/14/1993,04N23W16B07S,8.3583,nitrate_as_n,miramonte,10
9/14/1993,04N23W16B07S,37,nitrate_as_no3,miramonte,45
1/3/1994,04N23W16B07S,10.3914,nitrate_as_n,miramonte,10
1/3/1994,04N23W16B07S,46,nitrate_as_no3,miramonte,45
2/8/1994,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
2/8/1994,04N23W16B07S,39,nitrate_as_no3,miramonte,45
10/4/1994,04N23W16B07S,1.71684,nitrate_as_n,miramonte,10
10/4/1994,04N23W16B07S,7.6,nitrate_as_no3,miramonte,45
1/13/1995,04N23W16B07S,2.10087,nitrate_as_n,miramonte,10
1/13/1995,04N23W16B07S,9.3,nitrate_as_no3,miramonte,45
4/3/1995,04N23W16B07S,0.1,boron,miramonte,0.5
4/3/1995,04N23W16B07S,0.1,boron,miramonte,0.5
4/3/1995,04N23W16B07S,55,chloride,miramonte,100
4/3/1995,04N23W16B07S,55,chloride,miramonte,100
4/3/1995,04N23W16B07S,13.554,nitrate_as_n,miramonte,10
4/3/1995,04N23W16B07S,60,nitrate_as_no3,miramonte,45
4/3/1995,04N23W16B07S,86,sulfate,miramonte,300
4/3/1995,04N23W16B07S,86,sulfate,miramonte,300
4/3/1995,04N23W16B07S,500,tds,miramonte,800
5/4/1995,04N23W16B07S,12.1986,nitrate_as_n,miramonte,10
5/4/1995,04N23W16B07S,54,nitrate_as_no3,miramonte,45
5/16/1995,04N23W16B07S,12.8763,nitrate_as_n,miramonte,10
5/16/1995,04N23W16B07S,57,nitrate_as_no3,miramonte,45
6/20/1995,04N23W16B07S,11.295,nitrate_as_n,miramonte,10
6/20/1995,04N23W16B07S,50,nitrate_as_no3,miramonte,45
7/20/1995,04N23W16B07S,10.8432,nitrate_as_n,miramonte,10
7/20/1995,04N23W16B07S,48,nitrate_as_no3,miramonte,45
8/21/1995,04N23W16B07S,9.9396,nitrate_as_n,miramonte,10
8/21/1995,04N23W16B07S,44,nitrate_as_no3,miramonte,45
9/21/1995,04N23W16B07S,1.89756,nitrate_as_n,miramonte,10
9/21/1995,04N23W16B07S,8.4,nitrate_as_no3,miramonte,45
10/31/1995,04N23W16B07S,1.17468,nitrate_as_n,miramonte,10
10/31/1995,04N23W16B07S,5.2,nitrate_as_no3,miramonte,45
11/7/1995,04N23W16B07S,1.03914,nitrate_as_n,miramonte,10
11/7/1995,04N23W16B07S,4.6,nitrate_as_no3,miramonte,45
2/8/1996,04N23W16B07S,0.99396,nitrate_as_n,miramonte,10
2/8/1996,04N23W16B07S,4.4,nitrate_as_no3,miramonte,45
3/7/1996,04N23W16B07S,0.97137,nitrate_as_n,miramonte,10
3/7/1996,04N23W16B07S,4.3,nitrate_as_no3,miramonte,45
6/24/1996,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
6/24/1996,04N23W16B07S,41,nitrate_as_no3,miramonte,45
7/24/1996,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
7/24/1996,04N23W16B07S,39,nitrate_as_no3,miramonte,45
11/15/1996,04N23W16B07S,0,nitrate_as_n,miramonte,10
11/15/1996,04N23W16B07S,0,nitrate_as_no3,miramonte,45
1/27/1997,04N23W16B07S,10.1655,nitrate_as_n,miramonte,10
1/27/1997,04N23W16B07S,45,nitrate_as_no3,miramonte,45
3/11/1997,04N23W16B07S,11.9727,nitrate_as_n,miramonte,10
3/11/1997,04N23W16B07S,53,nitrate_as_no3,miramonte,45
3/31/1997,04N23W16B07S,13.554,nitrate_as_n,miramonte,10
3/31/1997,04N23W16B07S,60,nitrate_as_no3,miramonte,45
5/21/1997,04N23W16B07S,12.1986,nitrate_as_n,miramonte,10
5/21/1997,04N23W16B07S,54,nitrate_as_no3,miramonte,45
6/10/1997,04N23W16B07S,11.5209,nitrate_as_n,miramonte,10
6/10/1997,04N23W16B07S,51,nitrate_as_no3,miramonte,45
8/19/1997,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
8/19/1997,04N23W16B07S,43,nitrate_as_no3,miramonte,45
8/26/1997,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
8/26/1997,04N23W16B07S,42,nitrate_as_no3,miramonte,45
9/2/1997,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
9/2/1997,04N23W16B07S,42,nitrate_as_no3,miramonte,45
9/9/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
9/9/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
9/24/1997,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
9/24/1997,04N23W16B07S,43,nitrate_as_no3,miramonte,45
10/1/1997,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
10/1/1997,04N23W16B07S,39,nitrate_as_no3,miramonte,45
10/8/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
10/8/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
10/14/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
10/14/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
10/23/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
10/23/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
10/30/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
10/30/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
11/6/1997,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
11/6/1997,04N23W16B07S,39,nitrate_as_no3,miramonte,45
11/13/1997,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
11/13/1997,04N23W16B07S,39,nitrate_as_no3,miramonte,45
11/19/1997,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
11/19/1997,04N23W16B07S,39,nitrate_as_no3,miramonte,45
12/4/1997,04N23W16B07S,9.036,nitrate_as_n,miramonte,10
12/4/1997,04N23W16B07S,40,nitrate_as_no3,miramonte,45
12/18/1997,04N23W16B07S,9.036,nitrate_as_n,miramonte,10
12/18/1997,04N23W16B07S,40,nitrate_as_no3,miramonte,45
12/31/1997,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
12/31/1997,04N23W16B07S,41,nitrate_as_no3,miramonte,45
1/14/1998,04N23W16B07S,11.0691,nitrate_as_n,miramonte,10
1/14/1998,04N23W16B07S,49,nitrate_as_no3,miramonte,45
1/21/1998,04N23W16B07S,11.7468,nitrate_as_n,miramonte,10
1/21/1998,04N23W16B07S,52,nitrate_as_no3,miramonte,45
4/6/1998,04N23W16B07S,0.1,boron,miramonte,0.5
4/6/1998,04N23W16B07S,0.1,boron,miramonte,0.5
4/6/1998,04N23W16B07S,53,chloride,miramonte,100
4/6/1998,04N23W16B07S,53,chloride,miramonte,100
4/6/1998,04N23W16B07S,12.6504,nitrate_as_n,miramonte,10
4/6/1998,04N23W16B07S,56,nitrate_as_no3,miramonte,45
4/6/1998,04N23W16B07S,120,sulfate,miramonte,300
4/6/1998,04N23W16B07S,120,sulfate,miramonte,300
4/6/1998,04N23W16B07S,500,tds,miramonte,800
5/3/1998,04N23W16B07S,12.8763,nitrate_as_n,miramonte,10
5/3/1998,04N23W16B07S,57,nitrate_as_no3,miramonte,45
6/22/1998,04N23W16B07S,11.7468,nitrate_as_n,miramonte,10
6/22/1998,04N23W16B07S,52,nitrate_as_no3,miramonte,45
8/5/1998,04N23W16B07S,11.0691,nitrate_as_n,miramonte,10
8/5/1998,04N23W16B07S,49,nitrate_as_no3,miramonte,45
8/27/1998,04N23W16B07S,10.8432,nitrate_as_n,miramonte,10
8/27/1998,04N23W16B07S,48,nitrate_as_no3,miramonte,45
9/3/1998,04N23W16B07S,10.8432,nitrate_as_n,miramonte,10
9/3/1998,04N23W16B07S,48,nitrate_as_no3,miramonte,45
9/22/1998,04N23W16B07S,10.6173,nitrate_as_n,miramonte,10
9/22/1998,04N23W16B07S,47,nitrate_as_no3,miramonte,45
11/16/1998,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
11/16/1998,04N23W16B07S,42,nitrate_as_no3,miramonte,45
11/23/1998,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
11/23/1998,04N23W16B07S,41,nitrate_as_no3,miramonte,45
12/3/1998,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
12/3/1998,04N23W16B07S,42,nitrate_as_no3,miramonte,45
12/7/1998,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
12/7/1998,04N23W16B07S,41,nitrate_as_no3,miramonte,45
12/14/1998,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
12/14/1998,04N23W16B07S,43,nitrate_as_no3,miramonte,45
12/21/1998,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
12/21/1998,04N23W16B07S,41,nitrate_as_no3,miramonte,45
12/28/1998,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
12/28/1998,04N23W16B07S,42,nitrate_as_no3,miramonte,45
1/7/1999,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
1/7/1999,04N23W16B07S,43,nitrate_as_no3,miramonte,45
1/11/1999,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10
1/11/1999,04N23W16B07S,39,nitrate_as_no3,miramonte,45
1/21/1999,04N23W16B07S,9.036,nitrate_as_n,miramonte,10
1/21/1999,04N23W16B07S,40,nitrate_as_no3,miramonte,45
2/3/1999,04N23W16B07S,10.1655,nitrate_as_n,miramonte,10
2/3/1999,04N23W16B07S,45,nitrate_as_no3,miramonte,45
2/12/1999,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
2/12/1999,04N23W16B07S,41,nitrate_as_no3,miramonte,45
2/23/1999,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
2/23/1999,04N23W16B07S,43,nitrate_as_no3,miramonte,45
3/2/1999,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10
3/2/1999,04N23W16B07S,41,nitrate_as_no3,miramonte,45
3/15/1999,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
3/15/1999,04N23W16B07S,42,nitrate_as_no3,miramonte,45
3/24/1999,04N23W16B07S,8.3583,nitrate_as_n,miramonte,10
3/24/1999,04N23W16B07S,37,nitrate_as_no3,miramonte,45
4/1/1999,04N23W16B07S,10.6173,nitrate_as_n,miramonte,10
4/1/1999,04N23W16B07S,47,nitrate_as_no3,miramonte,45
4/8/1999,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
4/8/1999,04N23W16B07S,43,nitrate_as_no3,miramonte,45
4/14/1999,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
4/14/1999,04N23W16B07S,43,nitrate_as_no3,miramonte,45
4/21/1999,04N23W16B07S,9.9396,nitrate_as_n,miramonte,10
4/21/1999,04N23W16B07S,44,nitrate_as_no3,miramonte,45
4/28/1999,04N23W16B07S,10.3914,nitrate_as_n,miramonte,10
4/28/1999,04N23W16B07S,46,nitrate_as_no3,miramonte,45
4/30/1999,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10
4/30/1999,04N23W16B07S,43,nitrate_as_no3,miramonte,45
5/12/1999,04N23W16B07S,10.6173,nitrate_as_n,miramonte,10
5/12/1999,04N23W16B07S,47,nitrate_as_no3,miramonte,45
5/13/1999,04N23W16B07S,9.036,nitrate_as_n,miramonte,10
5/13/1999,04N23W16B07S,40,nitrate_as_no3,miramonte,45
5/28/1999,04N23W16B07S,9.44262,nitrate_as_n,miramonte,10
5/28/1999,04N23W16B07S,41.8,nitrate_as_no3,miramonte,45
6/3/1999,04N23W16B07S,8.67456,nitrate_as_n,miramonte,10
6/3/1999,04N23W16B07S,38.4,nitrate_as_no3,miramonte,45
6/9/1999,04N23W16B07S,9.42003,nitrate_as_n,miramonte,10
6/9/1999,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45
6/16/1999,04N23W16B07S,9.87183,nitrate_as_n,miramonte,10
6/16/1999,04N23W16B07S,43.7,nitrate_as_no3,miramonte,45
6/22/1999,04N23W16B07S,9.30708,nitrate_as_n,miramonte,10
6/22/1999,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45
6/29/1999,04N23W16B07S,9.42003,nitrate_as_n,miramonte,10
6/29/1999,04N23W16B07S,41.7,nitrate_as_no3,miramonte,45
7/7/1999,04N23W16B07S,9.80406,nitrate_as_n,miramonte,10
7/7/1999,04N23W16B07S,43.4,nitrate_as_no3,miramonte,45
7/12/1999,04N23W16B07S,9.62334,nitrate_as_n,miramonte,10
7/12/1999,04N23W16B07S,42.6,nitrate_as_no3,miramonte,45
7/14/1999,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10
7/14/1999,04N23W16B07S,42,nitrate_as_no3,miramonte,45
7/20/1999,04N23W16B07S,9.64593,nitrate_as_n,miramonte,10
7/20/1999,04N23W16B07S,42.7,nitrate_as_no3,miramonte,45
7/27/1999,04N23W16B07S,8.44866,nitrate_as_n,miramonte,10
7/27/1999,04N23W16B07S,37.4,nitrate_as_no3,miramonte,45
8/3/1999,04N23W16B07S,9.44262,nitrate_as_n,miramonte,10
8/3/1999,04N23W16B07S,41.8,nitrate_as_no3,miramonte,45
8/17/1999,04N23W16B07S,9.30708,nitrate_as_n,miramonte,10
8/17/1999,04N23W16B07S,41.2,nitrate_as_no3,miramonte,45
8/24/1999,04N23W16B07S,8.90046,nitrate_as_n,miramonte,10
8/24/1999,04N23W16B07S,39.4,nitrate_as_no3,miramonte,45
8/31/1999,04N23W16B07S,8.69715,nitrate_as_n,miramonte,10
8/31/1999,04N23W16B07S,38.5,nitrate_as_no3,miramonte,45
9/7/1999,04N23W16B07S,9.01341,nitrate_as_n,miramonte,10
9/7/1999,04N23W16B07S,39.9,nitrate_as_no3,miramonte,45
9/21/1999,04N23W16B07S,8.44866,nitrate_as_n,miramonte,10
